province,month,mean_sunshine,temperature,lat,sunshine_hours,t_amb
Tianjin,10,188.79741516113282,14.426165771484374,39.1,,
Tianjin,9,187.75530395507812,21.11650238037109,39.1,,
Tibet,4,241.381982421875,-3.788025665283203,29.7,,
Tibet,8,221.86101989746095,7.018791961669922,29.7,,
Tibet,12,241.62454833984376,-11.69931640625,29.7,,
Tibet,2,204.31768493652345,-13.049690246582031,29.7,,
Tibet,1,228.99990234375,-14.705107116699219,29.7,,
Tibet,7,220.9246368408203,6.868208312988282,29.7,,
Tibet,6,250.457958984375,4.7556297302246096,29.7,,
Tibet,3,243.10115966796874,-6.945526123046875,29.7,,
Tibet,5,272.9313598632813,1.0683614730834958,29.7,,
Tibet,11,247.3827667236328,-10.193183135986327,29.7,,
Tibet,10,260.1403442382813,-3.3403453826904297,29.7,,
Tibet,9,238.63170471191407,4.58388671875,29.7,,
Xinjiang,4,264.61273193359375,9.813267517089844,43.8,,
Xinjiang,8,278.34193115234376,19.453973388671876,43.8,,
Xinjiang,12,172.3055877685547,-8.587870025634766,43.8,,
Xinjiang,2,185.5781677246094,-5.067982482910156,43.8,,
Xinjiang,1,192.3469665527344,-11.123147583007812,43.8,,
Xinjiang,7,301.04930419921874,21.173199462890626,43.8,,
Xinjiang,6,280.4585205078125,18.909269714355467,43.8,,
Xinjiang,3,240.34517517089844,1.3862494468688964,43.8,,
Xinjiang,5,295.27332763671876,14.597677612304688,43.8,,
Xinjiang,11,188.67057189941406,-1.3344907760620115,43.8,,
Xinjiang,10,258.1106750488281,5.962481689453125,43.8,,
Xinjiang,9,267.6230773925781,14.416732788085938,43.8,,
Yunnan,4,220.2402587890625,15.975225830078125,25.0,,
Yunnan,8,140.2045455932617,20.76178436279297,25.0,,
Yunnan,12,175.34610595703126,9.100321197509766,25.0,,
Yunnan,2,224.5670928955078,10.151148986816406,25.0,,
Yunnan,1,198.94144592285156,8.717575836181641,25.0,,
Yunnan,7,129.9628433227539,20.05744781494141,25.0,,
Yunnan,6,155.7191390991211,19.835580444335935,25.0,,
Yunnan,3,224.41319274902344,14.515696716308593,25.0,,
Yunnan,5,218.24932556152345,18.550070190429686,25.0,,
Yunnan,11,201.99494018554688,12.284152221679687,25.0,,
Yunnan,10,162.95123596191405,15.51268310546875,25.0,,
Yunnan,9,134.54743347167968,18.817628479003904,25.0,,
Zhejiang,4,144.0975830078125,16.46307830810547,30.3,,
Zhejiang,8,180.39930114746093,26.612774658203126,30.3,,
Zhejiang,12,120.34035949707031,7.3778076171875,30.3,,
Zhejiang,2,79.15769500732422,8.593115234375,30.3,,
Zhejiang,1,104.41946334838867,4.570383453369141,30.3,,
Zhejiang,7,223.22967529296875,27.392950439453124,30.3,,
Zhejiang,6,97.58919830322266,23.4606201171875,30.3,,
Zhejiang,3,129.6256134033203,10.112740325927735,30.3,,
Zhejiang,5,132.33548431396486,20.36507873535156,30.3,,
Zhejiang,11,107.6373077392578,13.481269836425781,30.3,,
Zhejiang,10,170.36319274902343,17.124012756347657,30.3,,
Zhejiang,9,144.97776947021484,22.50006103515625,30.3,,
